,FR-CRC,AT-CRC,CN-CRC,US-CRC,DE-CRC
CCMD49461418ST-11-0,0.48129149903166163,0.40226322205576287,0.6125589951834242,0.50093606889574,0.15895110506463667
CCMD49942357ST-11-0,0.4762255331905503,0.40066012434255893,0.5968766399942647,0.4999823681800976,0.5059513348894005
CCMD50071957ST-21-0,0.47845771656626473,0.4019120677792854,0.5996877034334692,0.504029185286707,0.5415223580283828
CCMD50300306ST-11-0,0.48071805036255005,0.40650436918472427,0.6039483789546638,0.5041786686656955,0.8456095293843754
CCMD50529145ST-11-0,0.4794136446098272,0.3987324070535547,0.600329603782712,0.49991939156393306,0.5328694021220817
CCMD50538120ST-11-0,0.4795524495743731,0.3958691748666215,0.6012563151611583,0.49850164281284154,0.13367350668625602
CCMD51154251ST-11-0,0.48053516405865715,0.4006986927528817,0.5962177191987356,0.500147981024034,0.8334257614602942
CCMD51228890ST-11-0,0.4710285502869381,0.40077473119931234,0.6000019369762459,0.49872539570444946,0.34051870235465476
CCMD51864103ST-21-0,0.4771737913459401,0.3991572736916043,0.5953474322295845,0.5016614037637208,0.4756138719266675
CCMD52117727ST-11-0,0.48055202292298654,0.3998452477315752,0.59969002034834,0.49833223907554414,0.469115139034593
CCMD52145360ST-11-0,0.4785913882828691,0.3989293724409994,0.60253086332383,0.49897437928403315,0.683141670146966
CCMD53508245ST-11-0,0.475852294255527,0.4007143221730496,0.6013548534383557,0.5000048917172771,0.20814015209969705
CCMD53522274ST-11-0,0.47672605448284,0.40376518741410217,0.5995533705019692,0.4997639260372352,0.054703245657472456
CCMD54057834ST-11-0,0.4816433048179329,0.39942383959676775,0.6006232461178102,0.49773519304042907,0.6703147365035642
CCMD56948710ST-11-0,0.47932966331782817,0.40083542192717014,0.5996470526979855,0.4992518987076086,0.7763300181496573
CCMD59540613ST-11-0,0.4826315261607767,0.4054183795098835,0.5992005362745335,0.5014261521417301,0.7715702086182035
CCMD59583015ST-11-0,0.47249398359546585,0.39942169824923895,0.5962196097860124,0.5004333102077988,0.0013512835459649054
CCMD60079086ST-21-0,0.48194182765335186,0.408236566139586,0.6105949378940132,0.5069655820566288,0.9874274379935223
CCMD63399960ST-21-0,0.47777632671593045,0.4050932811450615,0.6000959386121715,0.5005670653302583,0.8798802761161841
CCMD64503764ST-21-0,0.48210658166960907,0.4021268253324187,0.6064211357169317,0.49923189800409057,0.9364304397761677
CCMD64776337ST-21-0,0.47883668940695445,0.40238280747654487,0.6052808105564297,0.5046583701253824,0.8521301019890881
CCMD65222621ST-11-0,0.48090286891238876,0.4002426292411507,0.6062536814709383,0.5024109515182362,0.734870844804995
CCMD65406197ST-11-0,0.47851327849650377,0.4033037820186551,0.6026687418603632,0.5040715898403505,0.3894158193110567
CCMD66848156ST-11-0,0.479411931031821,0.39874179280735217,0.6004407056855213,0.49987586161316316,0.37007940275257056
CCMD67373733ST-11-0,0.4824466851680362,0.4051983698034619,0.6033706547839128,0.4925570207281859,0.10526396731669121
CCMD68973846ST-11-0,0.4801735804782541,0.4040787737948601,0.5986499724956049,0.4998501516731145,0.43237974946920144
CCMD71242853ST-11-0,0.47866573373648036,0.3993824182052753,0.6000852405835737,0.494315764815916,0.34863584913494977
CCMD71915439ST-11-0,0.4810267589706981,0.4094388416046539,0.60725581330731,0.5004866985909997,0.8475638013230131
CCMD72666896ST-11-0,0.47393653384947615,0.4006357335066388,0.6006587096854976,0.5019322318255062,0.9202404576826255
CCMD72690923ST-11-0,0.48271838601601696,0.3997235306143961,0.6055911948161419,0.5018191633776876,0.16350708829887192
CCMD72895164ST-21-0,0.4804055991577343,0.400834125961353,0.6055474527518208,0.5072383473058008,0.13690879266947006
CCMD73128545ST-11-0,0.4796933574266639,0.40019972559440775,0.5994573216820211,0.5004792942657909,0.8378557162398259
CCMD74592084ST-11-0,0.4693040111711074,0.40048743526656067,0.5964660849409517,0.4983583087604505,0.0799362427490366
CCMD74930188ST-21-0,0.48148406222430545,0.4044087573149851,0.5982330589884979,0.5006478560253528,0.6207341433622465
CCMD75147712ST-11-0,0.4897377763405199,0.40086778866176953,0.5984265328830373,0.4995208864743002,0.9290358335275709
CCMD76222476ST-11-0,0.4811773516626389,0.4042276333203667,0.6037351918405529,0.5000891612448457,0.45613801915025637
CCMD76409700ST-11-0,0.4727964141301761,0.3980787349506202,0.600249424770962,0.49934481870938774,0.5352686060179159
CCMD79349503ST-11-0,0.4766598000873083,0.40055299687933726,0.6001143571333407,0.4980136247536826,0.49327603883625626
CCMD79987997ST-21-0,0.48354049339690675,0.40024016594357026,0.6020306481425137,0.4993339124147275,0.9343274932920501
CCMD82866709ST-21-0,0.479271405973223,0.40019834734618775,0.6012620800701765,0.4976866866393619,0.6671247567844316
CCMD85481373ST-11-0,0.47760244273713415,0.4108551691676386,0.5999645375377227,0.5043210928705143,0.12342870466344436
CCMD85661207ST-11-0,0.4752556802844938,0.4006927578181913,0.5980622203208498,0.5000100240974626,0.07290481231849062
CCMD86114146ST-21-0,0.48165311831264634,0.4031720608698623,0.6048901154440502,0.5048399338892213,0.9349547331381547
CCMD86707194ST-21-0,0.4782080458812274,0.4014277831055871,0.5943856342731964,0.49978908993032395,0.1953366504222413
CCMD87156761ST-21-0,0.4784243879087554,0.40136765220047776,0.6020090815768242,0.5029903040933578,0.5994694635582648
CCMD88272491ST-21-0,0.4845354717255672,0.4043727638805796,0.6113702102555617,0.5016674414714911,0.9951181810501042
CCMD89107682ST-11-0,0.47082902888285016,0.40752230435301556,0.6023740453117914,0.5026939366429795,0.7596787393501666
CCMD89306485ST-11-0,0.48400110696497195,0.3979867442993143,0.6025311769514599,0.5027922860696856,0.03303624336531769
CCMD89643949ST-11-0,0.4802071239142587,0.4021503462103298,0.601959414833591,0.4994616253435237,0.1405638744535988
CCMD89967135ST-11-0,0.47884287163684075,0.4007389225110001,0.6010686363248118,0.499250838277347,0.622849637620316
CCMD90311071ST-21-0,0.4805062914428517,0.4027337109321566,0.6002061430106308,0.5001210547798326,0.25295221043591476
CCMD92404903ST-11-0,0.4845644731648875,0.4068885635538417,0.6039747535539128,0.5011176934761714,0.7293678065465516
CCMD93344354ST-21-0,0.48185824106754593,0.40097783702903844,0.5974217983484243,0.5011658018161623,0.03812999688452667
CCMD93755960ST-11-0,0.4802466670734986,0.4059155370023806,0.5989946214083373,0.500026451225764,0.4651829492528514
CCMD95431029ST-11-0,0.48326953395428046,0.4022456648855957,0.603097705152481,0.4997222588504431,0.0543024882334725
CCMD95433940ST-21-0,0.47245109613435965,0.39996355074149537,0.5996367102628207,0.4997561375508853,0.8308062745989779
CCMD95676152ST-11-0,0.4776044000238149,0.4012915221450228,0.604943445866219,0.5016600575624512,0.9892939277133392
CCMD96553385ST-21-0,0.48149521210868756,0.4020021881209518,0.5972108649551701,0.499395666659739,0.9706767712787114
CCMD98198513ST-11-0,0.47621226387855026,0.39937958264249895,0.5958663185340506,0.5001045750046853,0.199749611430947
CCMD98531134ST-11-0,0.47500319946051467,0.4026627327060019,0.6038374646793127,0.4975295178627245,0.9066809113833555
CCMD98702133ST-11-0,0.47935703796680507,0.40179964839180504,0.5977434680760829,0.5018299136035298,0.19538374874715295
CCMD99440714ST-11-0,0.47632023689340386,0.4016658117814893,0.6012294520358953,0.4990213931479607,0.1736974599320728
CCMD99929634ST-11-0,0.4735844558839316,0.399657746899167,0.5982902187494673,0.5003369627072718,0.30990757877077135
ERR1018185,0.48183680487116326,0.41148234997223426,0.8333113026560646,0.5040919617831511,0.49926660401579054
